course.year,course.grade,Gender,Racially_Minoritized,First_Generation,course,course.quarter
2008,2.7,0,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,2
2008,3.1,0,1,1,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2009,3.1,0,0,0,CLASS.142,1
2009,3.7,0,0,0,CLASS.142,1
2008,3,0,0,0,CLASS.142,4
2010,3.5,0,0,0,CLASS.142,1
2008,2.8,0,0,0,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,1
2009,2.6,1,0,0,CLASS.142,4
2008,2.8,0,0,0,CLASS.142,4
2009,3.1,0,0,0,CLASS.142,1
2008,3.2,1,0,0,CLASS.142,4
2009,3.5,0,0,0,CLASS.142,1
2009,3,1,0,0,CLASS.142,1
2010,2.1,0,0,0,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,1
2012,3.4,0,0,0,CLASS.142,4
2008,3,0,0,0,CLASS.142,4
2009,3.4,1,0,1,CLASS.142,1
2008,3.2,0,0,0,CLASS.142,4
2009,4,0,0,0,CLASS.142,1
2009,0.9,0,0,0,CLASS.142,1
2008,3.6,1,0,1,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,1
2008,2.3,1,0,0,CLASS.142,4
2008,3.5,1,0,0,CLASS.142,4
2008,2.6,1,0,0,CLASS.142,4
2008,1.7,0,1,1,CLASS.142,4
2010,3.1,0,0,0,CLASS.142,1
2009,1.3,0,0,0,CLASS.142,1
2008,3.7,0,0,0,CLASS.142,4
2009,1.7,1,1,0,CLASS.142,4
2009,2.2,1,0,1,CLASS.142,4
2009,2.9,0,0,0,CLASS.142,1
2008,3.3,1,0,0,CLASS.142,4
2008,3.1,1,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2008,4,1,0,1,CLASS.142,4
2009,1.3,0,0,0,CLASS.142,1
2013,1.7,0,NA,0,CLASS.142,2
2009,2.7,1,0,0,CLASS.142,2
2008,2,0,1,1,CLASS.142,4
2008,2.6,0,1,0,CLASS.142,4
2008,3.3,0,NA,0,CLASS.142,4
2008,3.8,1,NA,0,CLASS.142,4
2008,3.6,1,0,1,CLASS.142,4
2009,2.6,0,NA,0,CLASS.142,4
2008,4,1,NA,0,CLASS.142,4
2008,1.8,1,0,1,CLASS.142,4
2009,1.6,1,0,0,CLASS.142,1
2008,2.3,1,0,0,CLASS.142,4
2009,3.1,1,NA,0,CLASS.142,4
2008,3.5,0,NA,0,CLASS.142,4
2008,4,1,NA,0,CLASS.142,4
2009,3.8,0,NA,0,CLASS.142,1
2008,3.1,1,NA,0,CLASS.142,4
2008,2.7,1,0,0,CLASS.142,4
2009,3.6,0,0,0,CLASS.142,3
2008,2.7,1,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2008,3.7,1,0,0,CLASS.142,4
2009,3.5,1,0,0,CLASS.142,1
2008,2.6,1,0,0,CLASS.142,4
2008,3.5,1,0,0,CLASS.142,4
2010,3.2,0,0,0,CLASS.142,1
2008,3.3,0,0,0,CLASS.142,4
2008,4,0,0,0,CLASS.142,4
2009,3.2,0,0,0,CLASS.142,4
2009,4,1,0,0,CLASS.142,3
2009,3.2,0,NA,0,CLASS.142,1
2008,3.7,1,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2008,3.5,0,0,0,CLASS.142,4
2008,3.5,0,0,0,CLASS.142,4
2009,4,0,0,0,CLASS.142,2
2011,2.8,1,0,0,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,2
2008,3.2,1,0,0,CLASS.142,4
2008,2.3,0,0,1,CLASS.142,4
2008,0.9,1,NA,0,CLASS.142,4
2008,3.5,1,NA,0,CLASS.142,4
2010,3.6,0,0,0,CLASS.142,1
2008,4,0,0,1,CLASS.142,4
2008,3.6,1,0,0,CLASS.142,4
2008,3.3,0,1,1,CLASS.142,4
2008,2.7,1,0,0,CLASS.142,4
2008,4,0,NA,0,CLASS.142,4
2008,4,0,NA,0,CLASS.142,4
2009,2.6,0,NA,0,CLASS.142,4
2009,4,0,0,0,CLASS.142,1
2009,2.5,0,0,0,CLASS.142,4
2016,2.6,1,0,0,CLASS.142,2
2009,3,0,NA,0,CLASS.142,1
2009,1.9,1,NA,0,CLASS.142,1
2008,3.3,0,NA,0,CLASS.142,4
2008,3.7,0,NA,0,CLASS.142,4
2009,3.5,0,NA,0,CLASS.142,1
2008,3.1,0,0,0,CLASS.142,4
2008,4,0,NA,0,CLASS.142,4
2009,2.7,0,NA,0,CLASS.142,2
2009,3.3,0,NA,0,CLASS.142,1
2008,3.5,0,NA,0,CLASS.142,4
2008,3.5,0,NA,0,CLASS.142,4
2009,1.5,1,NA,0,CLASS.142,1
2009,3.9,1,NA,0,CLASS.142,1
2009,3.9,1,NA,0,CLASS.142,1
2009,3.9,1,NA,0,CLASS.142,4
2008,1.6,0,0,1,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,1
2008,2,0,NA,0,CLASS.142,4
2008,1.3,0,0,0,CLASS.142,4
2009,2.4,1,0,0,CLASS.142,1
2008,1.6,1,1,1,CLASS.142,4
2009,3.7,0,NA,0,CLASS.142,4
2008,3.4,1,0,1,CLASS.142,4
2008,3.8,1,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2008,1.9,1,0,0,CLASS.142,4
2008,2.1,1,0,0,CLASS.142,4
2009,4,1,0,0,CLASS.142,1
2008,3.1,1,0,0,CLASS.142,4
2009,2.5,1,0,0,CLASS.142,2
2008,2.7,1,0,0,CLASS.142,4
2008,3.3,0,0,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2008,3.3,1,1,0,CLASS.142,4
2008,3.2,1,1,0,CLASS.142,4
2011,2.6,1,0,0,CLASS.142,1
2009,3.7,0,0,0,CLASS.142,1
2009,4,0,0,0,CLASS.142,2
2008,4,0,0,0,CLASS.142,4
2008,3.6,0,1,0,CLASS.142,4
2013,2.9,0,1,0,CLASS.142,4
2008,3.2,1,NA,0,CLASS.142,4
2009,3.5,1,NA,0,CLASS.142,1
2008,0,0,NA,0,CLASS.142,4
2008,3.1,1,NA,0,CLASS.142,4
2008,2.7,0,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2008,2.9,0,NA,0,CLASS.142,4
2009,3.4,0,0,0,CLASS.142,1
2008,3.1,0,0,0,CLASS.142,4
2009,3.6,1,0,0,CLASS.142,2
2008,3.3,1,0,0,CLASS.142,4
2008,3.7,1,0,0,CLASS.142,4
2008,3.9,1,0,0,CLASS.142,4
2008,3.1,1,0,1,CLASS.142,4
2008,2.9,1,0,0,CLASS.142,4
2008,3.2,0,NA,0,CLASS.142,4
2008,3.3,1,0,0,CLASS.142,4
2010,3.6,0,NA,0,CLASS.142,2
2012,3.8,1,0,0,CLASS.142,1
2010,3.8,1,0,0,CLASS.142,1
2008,2.8,1,0,0,CLASS.142,4
2008,2.8,0,0,0,CLASS.142,4
2009,0,0,0,0,CLASS.142,4
2008,4,1,NA,0,CLASS.142,4
2008,3.2,0,NA,0,CLASS.142,4
2010,3.5,0,0,1,CLASS.142,2
2008,3,0,0,0,CLASS.142,4
2008,3.2,1,0,0,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2008,3.2,0,0,0,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2010,2.7,1,0,1,CLASS.142,2
2008,2.5,1,1,0,CLASS.142,4
2009,3.1,0,0,1,CLASS.142,1
2008,3,1,0,0,CLASS.142,4
2008,3.2,0,0,1,CLASS.142,4
2009,1.7,1,0,0,CLASS.142,1
2008,3.6,0,0,0,CLASS.142,4
2008,1.8,0,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2008,2.3,1,0,1,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2.6,0,1,1,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,1
2008,1.6,1,1,0,CLASS.142,4
2009,1,1,0,0,CLASS.142,2
2009,3.7,1,0,0,CLASS.142,1
2008,2.9,0,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2008,3.4,0,1,0,CLASS.142,4
2009,3.2,0,0,0,CLASS.142,1
2009,3.1,1,0,0,CLASS.142,1
2008,3,1,0,0,CLASS.142,4
2008,2.2,0,0,0,CLASS.142,4
2009,3.6,0,0,0,CLASS.142,2
2008,3.1,1,0,0,CLASS.142,4
2008,NA,0,0,0,CLASS.142,4
2008,3.5,0,0,0,CLASS.142,4
2009,2.4,0,0,0,CLASS.142,2
2008,0,1,0,0,CLASS.142,4
2009,NA,1,0,0,CLASS.142,2
2009,3.6,1,0,1,CLASS.142,1
2008,3.4,0,0,0,CLASS.142,4
2008,1.9,0,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,3.1,1,0,0,CLASS.142,4
2008,2.6,1,NA,0,CLASS.142,4
2008,2.3,1,0,1,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,1
2008,3.3,1,0,0,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2008,2.3,0,0,0,CLASS.142,4
2009,2.5,1,0,0,CLASS.142,1
2008,3.1,1,0,0,CLASS.142,4
2008,2.1,1,0,1,CLASS.142,4
2009,2.4,0,0,0,CLASS.142,1
2008,2.9,0,0,0,CLASS.142,4
2009,3.5,1,0,0,CLASS.142,1
2008,1.1,1,0,0,CLASS.142,4
2010,3.1,0,0,0,CLASS.142,1
2008,2.7,1,0,0,CLASS.142,4
2010,2.5,1,0,0,CLASS.142,1
2008,3.1,0,0,0,CLASS.142,4
2008,3.3,1,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2009,3.2,0,1,1,CLASS.142,1
2008,3.6,1,0,0,CLASS.142,4
2009,3.8,1,0,0,CLASS.142,1
2008,2.8,0,0,0,CLASS.142,4
2008,0,0,0,0,CLASS.142,4
2008,1.7,0,0,0,CLASS.142,4
2008,1.9,0,0,0,CLASS.142,4
2008,1.5,1,0,1,CLASS.142,4
2008,1.7,1,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2008,1.5,1,1,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,2,1,0,0,CLASS.142,4
2009,4,1,0,0,CLASS.142,1
2009,2.1,1,NA,0,CLASS.142,2
2008,2.9,0,0,0,CLASS.142,4
2008,2.2,0,1,0,CLASS.142,4
2008,1.5,1,0,0,CLASS.142,4
2008,3.1,1,0,1,CLASS.142,4
2008,2.5,1,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2008,3.7,0,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2009,3,1,NA,0,CLASS.142,1
2008,3.6,0,0,0,CLASS.142,4
2009,NA,0,1,0,CLASS.142,4
2008,2.3,1,1,1,CLASS.142,4
2009,3.2,0,0,0,CLASS.142,2
2008,2.7,1,0,0,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2009,2.5,1,0,0,CLASS.142,1
2008,1.7,1,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2.6,0,0,1,CLASS.142,4
2009,3.2,1,1,0,CLASS.142,1
2008,3.4,1,0,0,CLASS.142,4
2008,2.4,1,0,0,CLASS.142,4
2009,2.9,1,0,0,CLASS.142,1
2009,2.3,1,0,0,CLASS.142,1
2008,3.2,0,0,0,CLASS.142,4
2008,3.2,0,0,0,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,2
2008,2.7,1,0,0,CLASS.142,4
2008,1.2,1,0,0,CLASS.142,4
2009,2.9,0,0,0,CLASS.142,4
2008,1.9,0,0,0,CLASS.142,4
2009,3,0,0,1,CLASS.142,1
2008,3.1,0,0,0,CLASS.142,4
2008,2.4,1,0,0,CLASS.142,4
2009,NA,0,0,0,CLASS.142,1
2008,2.4,0,0,1,CLASS.142,4
2008,3.2,1,0,0,CLASS.142,4
2009,1.3,0,0,0,CLASS.142,1
2008,1.2,1,1,1,CLASS.142,4
2009,2.6,1,0,0,CLASS.142,2
2009,1.8,0,1,0,CLASS.142,1
2008,1.9,0,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2008,1.4,0,0,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,1
2008,3.2,1,0,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2009,3.1,1,0,1,CLASS.142,3
2008,3.8,0,0,0,CLASS.142,4
2009,3.3,1,0,1,CLASS.142,4
2008,3.8,0,0,0,CLASS.142,4
2009,3.3,0,0,0,CLASS.142,1
2009,2.8,0,0,1,CLASS.142,1
2009,3.3,1,0,0,CLASS.142,2
2008,2.1,0,0,0,CLASS.142,4
2009,4,1,1,0,CLASS.142,1
2008,1.9,1,0,1,CLASS.142,4
2009,2.6,1,NA,0,CLASS.142,1
2008,2.5,1,0,0,CLASS.142,4
2008,2.3,0,0,1,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2008,2.6,1,0,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,3.5,0,0,1,CLASS.142,4
2009,2.8,0,0,0,CLASS.142,4
2008,3.6,0,0,1,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2009,3.2,1,1,0,CLASS.142,1
2009,3.2,1,0,0,CLASS.142,1
2008,2.9,0,NA,0,CLASS.142,4
2008,2.1,1,0,0,CLASS.142,4
2008,2.5,1,0,0,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,2
2008,2.2,1,1,0,CLASS.142,4
2008,1.4,1,0,0,CLASS.142,4
2008,1.3,1,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2,0,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2008,2.7,0,0,0,CLASS.142,4
2010,2.5,0,0,0,CLASS.142,2
2010,3.6,1,1,0,CLASS.142,4
2009,3,0,0,0,CLASS.142,1
2008,2,0,1,0,CLASS.142,4
2008,2.4,0,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2,1,0,0,CLASS.142,4
2008,2.4,0,0,0,CLASS.142,4
2008,3.6,1,0,0,CLASS.142,4
2008,2.7,1,0,0,CLASS.142,4
2010,3.8,0,0,0,CLASS.142,1
2008,1.6,1,1,0,CLASS.142,4
2009,2.8,0,0,0,CLASS.142,4
2009,2.8,0,0,0,CLASS.142,1
2008,3.6,0,0,0,CLASS.142,4
2008,1.9,1,0,0,CLASS.142,4
2009,3.3,1,0,0,CLASS.142,1
2009,2.8,1,0,0,CLASS.142,1
2008,3.1,0,0,0,CLASS.142,4
2008,2.6,1,0,0,CLASS.142,4
2009,3.3,1,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2009,2.4,1,1,1,CLASS.142,1
2009,3.1,0,0,0,CLASS.142,2
2008,3.6,0,0,0,CLASS.142,4
2008,3.1,1,0,0,CLASS.142,4
2008,2.5,1,0,0,CLASS.142,4
2009,3.1,1,1,1,CLASS.142,1
2008,3.7,0,0,0,CLASS.142,4
2010,2.7,0,0,1,CLASS.142,2
2009,2.1,1,0,1,CLASS.142,2
2008,3.1,1,0,0,CLASS.142,4
2009,3.4,1,1,1,CLASS.142,1
2009,3.3,1,1,0,CLASS.142,1
2010,2,1,1,1,CLASS.142,1
2009,2.3,0,0,0,CLASS.142,2
2008,3.5,1,0,0,CLASS.142,4
2008,2.4,0,0,0,CLASS.142,4
2008,4,0,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2009,0,1,0,0,CLASS.142,2
2008,2.8,1,0,0,CLASS.142,4
2008,1.1,1,0,0,CLASS.142,4
2008,1.6,1,0,0,CLASS.142,4
2009,3.7,1,0,0,CLASS.142,1
2008,2.5,0,1,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,3,0,0,0,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2010,2.5,1,0,0,CLASS.142,1
2008,2.5,0,0,0,CLASS.142,4
2008,2.6,1,0,0,CLASS.142,4
2010,2.2,0,NA,0,CLASS.142,2
2008,2.4,0,0,0,CLASS.142,4
2008,2.1,1,0,1,CLASS.142,4
2009,2.2,1,0,0,CLASS.142,1
2009,2.9,1,0,0,CLASS.142,1
2008,3.4,1,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2010,3.1,1,0,0,CLASS.142,3
2009,4,0,1,0,CLASS.142,1
2009,4,0,0,0,CLASS.142,2
2009,2.8,1,0,0,CLASS.142,2
2010,2.4,0,0,0,CLASS.142,2
2008,3.1,0,1,0,CLASS.142,4
2009,2.9,0,0,0,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,1
2009,4,1,0,0,CLASS.142,1
2008,3.2,0,0,0,CLASS.142,4
2008,2,1,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2008,2.9,1,0,0,CLASS.142,4
2009,2.4,0,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,1.7,1,0,1,CLASS.142,4
2008,3,0,0,0,CLASS.142,4
2010,3.8,1,0,0,CLASS.142,1
2010,2.2,0,0,0,CLASS.142,4
2009,2.5,0,0,1,CLASS.142,2
2009,3,1,0,0,CLASS.142,2
2009,3.1,0,0,0,CLASS.142,1
2009,2.7,1,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2009,3,0,0,0,CLASS.142,2
2009,3,1,0,0,CLASS.142,1
2008,3.3,0,0,0,CLASS.142,4
2008,2.4,1,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,1
2009,2.2,0,0,0,CLASS.142,4
2009,2.1,0,0,0,CLASS.142,1
2008,3.4,0,0,0,CLASS.142,4
2009,2.6,1,0,0,CLASS.142,4
2008,2.9,1,0,0,CLASS.142,4
2008,1.7,1,0,0,CLASS.142,4
2009,0,1,0,0,CLASS.142,1
2008,2.2,0,0,0,CLASS.142,4
2008,1.9,1,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2009,3.4,0,0,0,CLASS.142,4
2009,3.6,0,1,0,CLASS.142,1
2008,3.2,0,NA,0,CLASS.142,4
2011,2,1,0,0,CLASS.142,3
2008,3.4,0,0,0,CLASS.142,4
2009,4,0,NA,0,CLASS.142,1
2008,2.6,1,NA,0,CLASS.142,4
2009,2.5,0,NA,0,CLASS.142,4
2008,3.3,0,0,0,CLASS.142,4
2008,2.7,1,0,1,CLASS.142,4
2009,3.2,1,0,0,CLASS.142,1
2008,0,1,0,0,CLASS.142,4
2008,3.7,1,NA,0,CLASS.142,4
2008,3.4,1,NA,0,CLASS.142,4
2008,3.7,0,0,0,CLASS.142,4
2008,3.1,1,0,0,CLASS.142,4
2009,3.6,0,0,0,CLASS.142,2
2011,3.2,0,0,0,CLASS.142,2
2008,3.5,0,0,1,CLASS.142,4
2009,3.3,1,0,1,CLASS.142,1
2008,2.3,0,0,1,CLASS.142,4
2009,3.3,1,NA,0,CLASS.142,1
2008,3.1,0,NA,0,CLASS.142,4
2009,2.7,1,NA,1,CLASS.142,2
2009,3.9,1,NA,0,CLASS.142,1
2010,2.4,0,NA,0,CLASS.142,2
2010,2.5,0,NA,0,CLASS.142,2
2008,3.3,1,NA,0,CLASS.142,4
2009,4,0,NA,0,CLASS.142,1
2008,3.6,0,NA,0,CLASS.142,4
2008,3,0,NA,0,CLASS.142,4
2009,4,0,NA,0,CLASS.142,1
2009,3.2,1,NA,0,CLASS.142,1
2009,3.2,0,NA,0,CLASS.142,1
2008,2,0,1,0,CLASS.142,4
2009,2.7,1,1,0,CLASS.142,1
2009,2.8,0,NA,0,CLASS.142,1
2008,3.8,NA,NA,0,CLASS.142,4
2008,2.7,0,NA,0,CLASS.142,4
2008,1.8,0,0,0,CLASS.142,4
2009,2.3,0,0,1,CLASS.142,1
2009,2.9,0,0,0,CLASS.142,4
2009,2.1,1,0,0,CLASS.142,4
2010,3.3,0,0,0,CLASS.142,1
2008,3,0,0,0,CLASS.142,4
2008,3.6,0,0,0,CLASS.142,4
2008,0,0,0,0,CLASS.142,4
2009,3,0,0,0,CLASS.142,1
2009,3.6,1,NA,0,CLASS.142,1
2010,3,1,0,0,CLASS.142,4
2009,2.7,0,0,0,CLASS.142,4
2008,2.8,0,0,0,CLASS.142,4
2009,1.9,1,0,0,CLASS.142,1
2008,3.1,1,0,0,CLASS.142,4
2009,2.6,1,1,0,CLASS.142,4
2008,2.4,0,0,0,CLASS.142,4
2009,2.3,0,0,0,CLASS.142,1
2008,2,1,0,0,CLASS.142,4
2008,1.8,1,0,0,CLASS.142,4
2009,3.2,0,0,0,CLASS.142,1
2008,2.8,0,0,0,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2009,2.4,0,0,0,CLASS.142,1
2008,2.8,1,0,0,CLASS.142,4
2010,2.2,1,0,0,CLASS.142,2
2008,2.7,1,0,0,CLASS.142,4
2009,3.1,1,0,0,CLASS.142,1
2008,3.3,1,0,0,CLASS.142,4
2008,NA,1,0,0,CLASS.142,4
2009,1.9,1,0,0,CLASS.142,1
2008,1.7,1,NA,0,CLASS.142,4
2008,3.4,1,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2009,2.1,1,0,0,CLASS.142,3
2008,3.6,0,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2008,1.9,0,1,0,CLASS.142,4
2008,1.3,0,0,0,CLASS.142,4
2008,2.7,0,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2009,4,0,0,0,CLASS.142,1
2008,3.6,0,0,0,CLASS.142,4
2008,1.8,1,NA,0,CLASS.142,4
2008,3.4,0,0,0,CLASS.142,4
2010,2.4,1,0,0,CLASS.142,1
2011,0,0,0,0,CLASS.142,1
2008,2.2,0,NA,0,CLASS.142,4
2008,3.5,1,0,0,CLASS.142,4
2009,1.8,1,0,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2009,3.3,0,0,0,CLASS.142,2
2008,0,0,0,0,CLASS.142,4
2008,2.5,0,0,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,4,0,0,0,CLASS.142,4
2008,2.6,1,0,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,1
2008,3.5,0,0,0,CLASS.142,4
2008,4,0,0,0,CLASS.142,4
2009,3.9,0,0,0,CLASS.142,1
2008,3.9,0,0,1,CLASS.142,4
2008,3.3,0,0,0,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2009,3.1,0,NA,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,1
2008,3,1,0,0,CLASS.142,4
2008,2.9,1,NA,0,CLASS.142,4
2009,3.4,1,0,0,CLASS.142,1
2010,3.7,0,0,0,CLASS.142,1
2008,3.6,1,0,0,CLASS.142,4
2009,2.9,0,0,0,CLASS.142,1
2009,2.8,1,0,0,CLASS.142,1
2008,3.5,0,1,0,CLASS.142,4
2009,2.6,1,1,0,CLASS.142,1
2009,3,0,0,0,CLASS.142,1
2008,2.2,0,0,0,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2.1,0,0,0,CLASS.142,4
2009,3.1,0,0,0,CLASS.142,2
2008,2.7,0,0,0,CLASS.142,4
2011,0.7,0,0,0,CLASS.142,4
2008,0,0,0,0,CLASS.142,4
2009,3.2,0,0,0,CLASS.142,1
2008,2.6,0,0,0,CLASS.142,4
2008,1.2,1,0,0,CLASS.142,4
2009,3.8,1,0,0,CLASS.142,2
2009,1,0,0,0,CLASS.142,1
2009,2.5,1,0,0,CLASS.142,2
2009,2.6,0,0,0,CLASS.142,2
2008,2.9,1,0,0,CLASS.142,4
2009,2,1,0,1,CLASS.142,1
2009,1.7,0,0,0,CLASS.142,4
2008,3.2,1,0,0,CLASS.142,4
2009,3.9,0,0,0,CLASS.142,1
2009,3.1,NA,0,0,CLASS.142,1
2009,3.8,1,0,1,CLASS.142,1
2009,2.5,0,0,0,CLASS.142,4
2008,2.9,1,1,1,CLASS.142,4
2009,2.7,0,0,0,CLASS.142,1
2008,2.9,1,0,0,CLASS.142,4
2009,2.9,0,0,0,CLASS.142,4
2010,2.7,1,0,0,CLASS.142,1
2008,2.9,1,1,0,CLASS.142,4
2009,3.5,1,0,0,CLASS.142,1
2009,3.6,1,0,0,CLASS.142,1
2008,3.3,0,0,0,CLASS.142,4
2010,2.1,0,0,0,CLASS.142,1
2008,NA,1,0,0,CLASS.142,4
2008,0,1,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2009,2.6,1,0,0,CLASS.142,1
2008,2.7,0,0,0,CLASS.142,4
2008,3.4,0,0,0,CLASS.142,4
2009,3.2,1,0,0,CLASS.142,2
2009,2.6,0,0,0,CLASS.142,2
2010,2.7,1,NA,0,CLASS.142,2
2008,2.5,0,0,0,CLASS.142,4
2008,2.6,0,0,0,CLASS.142,4
2008,3.4,1,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2008,1.5,0,0,1,CLASS.142,4
2008,3,1,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2008,2.5,1,0,0,CLASS.142,4
2009,3.3,1,0,0,CLASS.142,1
2008,NA,1,0,0,CLASS.142,3
2008,2.3,1,0,0,CLASS.142,4
2008,3.3,1,0,1,CLASS.142,4
2010,3,0,0,0,CLASS.142,2
2008,1.1,1,0,0,CLASS.142,4
2009,2.3,1,0,0,CLASS.142,1
2009,3.3,0,0,0,CLASS.142,1
2009,2.3,1,0,0,CLASS.142,1
2009,3.2,0,0,0,CLASS.142,1
2008,3.3,1,0,1,CLASS.142,4
2008,3,0,0,0,CLASS.142,4
2011,2.6,1,0,0,CLASS.142,2
2010,2.3,1,0,0,CLASS.142,2
2008,2.9,1,0,0,CLASS.142,4
2008,3.7,0,NA,0,CLASS.142,4
2008,2.9,1,0,0,CLASS.142,4
2008,2.2,1,0,0,CLASS.142,4
2009,0,0,0,1,CLASS.142,2
2008,3.5,0,0,0,CLASS.142,4
2008,2.5,1,0,0,CLASS.142,4
2008,2.2,1,NA,0,CLASS.142,4
2008,0.8,1,0,0,CLASS.142,4
2008,2.9,0,0,0,CLASS.142,4
2008,3.9,0,0,0,CLASS.142,4
2008,2.3,0,0,0,CLASS.142,4
2009,2.8,1,0,0,CLASS.142,1
2008,1.8,1,0,1,CLASS.142,4
2010,3.6,0,0,0,CLASS.142,2
2008,3.8,1,0,0,CLASS.142,4
2009,3.1,0,0,0,CLASS.142,4
2009,0,1,1,0,CLASS.142,1
2008,2.3,0,0,0,CLASS.142,4
2008,3.9,0,0,1,CLASS.142,4
2009,2.3,0,0,0,CLASS.142,2
2010,0,0,0,0,CLASS.142,4
2009,0,1,0,1,CLASS.142,4
2009,3.3,1,0,0,CLASS.142,4
2009,2.2,1,0,0,CLASS.142,4
2009,2.1,1,0,0,CLASS.142,4
2008,2.1,0,0,0,CLASS.142,4
2008,3.1,0,0,0,CLASS.142,4
2008,2.8,1,0,0,CLASS.142,4
2008,2.1,1,0,0,CLASS.142,4
2012,2.3,0,0,0,CLASS.142,2
2009,3.3,0,0,0,CLASS.142,1
2008,2.9,0,0,1,CLASS.142,4
2008,2.3,1,0,0,CLASS.142,4
2008,3,0,0,0,CLASS.142,4
2008,2.6,0,0,1,CLASS.142,4
2009,4,1,0,0,CLASS.142,1
2009,2,0,0,0,CLASS.142,2
2009,3.9,0,0,1,CLASS.142,1
